uidp_original,occupation,occ_name,In-detail Category (edited),Broad Category
L0425190448_99D7,Self-employed,Lime Paste,,
L0420164859,Employed (full-time),La Office Atender,,
L0323115339,Employed (full-time),Lab Assistant,Office staff (low- medium),Technical/White Collar (Medium)
L0424131921_1EE4,Self-employed,Lab Technician,Office staff (low- medium),Technical/White Collar (Medium)
L0506113811_0E33,Employed (full-time),Lab Technician,Office staff (low- medium),Technical/White Collar (Medium)
L0519102521_044E,Employed (full-time),Labarotater,Office staff (low- medium),Technical/White Collar (Medium)
L0512160045_8582,Employed (full-time),Lacherer,Teacher/Lecturer,Specialized professions
L0418090334,Employed (full-time),Land Bsz,Real Estate,Miscellaneous Shop Owner (medium)
L0410083540,Self-employed,Land Bsz,Real Estate,Miscellaneous Shop Owner (medium)
L0425121154_CB51,Self-employed,Land Businesses,Real Estate,Miscellaneous Shop Owner (medium)
L0303115445,Self-employed,Land Bussiness,Real Estate,Miscellaneous Shop Owner (medium)
L0407131810,Self-employed,Land Developers,Real Estate,Miscellaneous Shop Owner (medium)
L0407135256,Self-employed,"Land Devlopment, Company Director",Real Estate,Miscellaneous Shop Owner (medium)
L0408115329,Student,Law,Student,Student
L0225115547,Student,Law,Student,Student
L0428173704_B968,Employed (full-time),Lawyer,Lawyer,Specialized professions
L0209093928,Self-employed,Layar,Lawyer,Specialized professions
L0309093654,Self-employed,Layar,Lawyer,Specialized professions
L0607154504_024E,Government employee,Layer,Lawyer,Specialized professions
L0516163325_D455,Government employee,Layer,Lawyer,Specialized professions
L0308145707,Employed (full-time),Leader,,
L0509171304_BA0A,Employed (full-time),Leasing Associat,Real Estate,Technical/White Collar (Medium)
L0220182755,Employed (full-time),Lecterer,Teacher/Lecturer,Specialized professions
L0308193903,Employed (full-time),Lecterer,Teacher/Lecturer,Specialized professions
L0524175309_F6C5,Government employee,Lecucher,Teacher/Lecturer,Specialized professions
L0308115254,Employed (full-time),Legal Advisor,Lawyer,Specialized professions
L0504095642_198B,Employed (full-time),Legal Department,Lawyer,Specialized professions
L0417190306,Employed (full-time),Lenovo Company,,
L0303085639,Employed (full-time),Lg Engineer,Engineer (vague),Technical/White Collar (Medium)
L0208093845,Government employee,Lic Advisar,Office staff (low- medium),Technical/White Collar (Medium)
L0222113304,Employed (full-time),Lic Adviser,Office staff (low- medium),Technical/White Collar (Medium)
L0308181001,Employed (full-time),Lic Agent,Office staff (low- medium),Technical/White Collar (Medium)
L0407135844,Employed (full-time),Lic Agent,,
L0519111151_ABB0,Employed (full-time),Lic Conceltant,,
L0325072949,Employed (full-time),Lic Development Officer,,
L0411105530,Employed (full-time),Lic Housing Loon,Office staff (low- medium),Technical/White Collar (Medium)
L0429085017_502D,Employed (full-time),Lifacat Alli Job,Office staff (low- medium),Technical/White Collar (Medium)
L0303105622,Employed (full-time),Lift Tecnision,Manual/Non-Office workers,Blue Collar - mobile
L0408182033,Employed (full-time),Lift Tecnition,Manual/Non-Office workers,Blue Collar - mobile
L0418173606,Student,Llb,Student,Student
L0223133503,"Unemployed, not working, disabled or retired",Llc Officer Retard,Retired,Retired
L0524153513_AC2F,Employed (full-time),Loan Recovery Officer,,
L0408194808,Employed (full-time),Logestic Company,,
L0408164631,Employed (full-time),Logistic Manager,Manager,Technical/White Collar (Medium)
L0414202417,Employed (full-time),Logistics,,
L0407115735,Self-employed,Lubricant Dealer,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0406200850,Student,Mba Student With Own Business,Student,Student
L0207200103,Student,Mca,Student,Student
L0228112135,Employed (full-time),Mla Pa,Office staff (low- medium),Technical/White Collar (Medium)
L0527114250_C7B7,Employed (full-time),Mnc Comny Work,,
L0422180619_238E,Employed (full-time),Mnc Company (Travel Track Our More),,
L0220201554,Self-employed,Macanic,Manual/Non-Office workers,Blue Collar - fixed
L0221134056,Employed (full-time),Macanic,Manual/Non-Office workers,Blue Collar - fixed
L0608182611_C6B0,Employed (full-time),Macanical,,
L0530165130_DC0A,Employed (full-time),Macanical,,
L0422091445_E8DB,Employed (full-time),Macanik,Manual/Non-Office workers,Blue Collar - fixed
L0406130434,Self-employed,Macanik,Manual/Non-Office workers,Blue Collar - fixed
L0525122736_FA2E,Employed (full-time),Machanic,Manual/Non-Office workers,Blue Collar - fixed
L0302104033,Self-employed,Machanic Engineer 3Rd Year,Student,Student
L0522171652_D963,Employed (full-time),Machanical Engineer,Specialized engineers,Technical/White Collar (Medium)
L0513171159_908F,Employed (full-time),Machanical Engineer,Specialized engineers,Technical/White Collar (Medium)
L0227115934,Employed (full-time),Machanical Engineer,Specialized engineers,Technical/White Collar (High)
L0308114457,Employed (full-time),Machanical Engineer,Specialized engineers,Technical/White Collar (High)
L0304100145,Employed (full-time),Machanical Engineer,Specialized engineers,Technical/White Collar (High)
L0410195159,Employed (full-time),Machine Operator,Manual/Non-Office workers,Blue Collar - fixed
L0417164652,Employed (full-time),Macnical Engineer,Specialized engineers,Technical/White Collar (Medium)
L0410155810,Student,Macnical Engineer,Student,Student
L0417160627,Self-employed,Madcal Lab Tecntion,Manual/Non-Office workers,Blue Collar - fixed
L0614181839_B2CF,Employed (full-time),Madi Cal Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0504134143_4D80,Employed (full-time),Madical Repotar Ofc Sir,Office staff (low- medium),Technical/White Collar (Medium)
L0505155944_655F,Employed (full-time),Madicine Salesman,Sales person,Blue Collar - mobile
L0506160233_A283,Employed (full-time),Magin Marketing,Sales person,Technical/White Collar (Medium)
L0410154012,Employed (full-time),Mahendra Fainencer Exucuttive,Semi-Technical staff,Technical/White Collar (High)
L0517112205_BBA4,Employed (full-time),Majesian,,
L0505112327_2B17,Employed (full-time),Maketing Executive,Semi-Technical staff,Technical/White Collar (Medium)
L0523105427_446D,Employed (full-time),Managear,Manager,Technical/White Collar (High)
L0220184910,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0301104632,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0424181110_B9F4,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0527174450_A7F7,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0228090922,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0223095537,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0228093928,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0613194644_716E,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0307100615,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0427165937_FAE7,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0428170103_0C3A,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0227104951,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0426151253_2E9D,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0204115716,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0314155142,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0529172908_1AB7,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0513165814_9C6B,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0523175031_BB4D,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0208101943,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0418161604,Employed (full-time),Manager,Manager,Technical/White Collar (High)
L0526160554_6A11,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0424092231_B6D5,Employed (full-time),Manager,Manager,Technical/White Collar (Medium)
L0520180429_62A4,Employed (full-time),Manager Ashok Hotel,Manager,Technical/White Collar (Medium)
L0605190825_1C83,Employed (full-time),Manager In Mnc Company,Manager,Technical/White Collar (High)
L0225191247,Employed (full-time),Manager In Realy Ested,Manager,Technical/White Collar (Medium)
L0615191207_D507,Self-employed,Managing Director,C-level staff,Technical/White Collar (High)
L0407152924,Self-employed,Managing Director,C-level staff,Technical/White Collar (Medium)
L0427181652_AD21,Employed (full-time),Manappuram Jowellers Ltd,,
L0303134604,Employed (full-time),Mane,,
L0601084650_BA42,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0522124240_567B,Employed (full-time),Manegar,Manager,Technical/White Collar (Medium)
L0523090808_58F0,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0310104830,Employed (full-time),Manegar,Manager,Technical/White Collar (Medium)
L0325090519,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0306134640,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0220085221,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0404111618,"Unemployed, not working, disabled or retired",Manegar,Manager,Technical/White Collar (High)
L0310093456,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0325114732,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0517081638_AFBB,Employed (full-time),Manegar,Manager,Technical/White Collar (Medium)
L0310083233,Employed (full-time),Manegar,Manager,Technical/White Collar (Medium)
L0322091450,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0526093440_6022,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0208090030,Employed (full-time),Manegar,Manager,Technical/White Collar (Medium)
L0522094119_ADEC,Employed (full-time),Manegar,Manager,Technical/White Collar (Medium)
L0209082332,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0304075645,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0404124624,Employed (full-time),Manegar,Manager,Technical/White Collar (High)
L0531100403_252D,Employed (full-time),Manegar,Manager,Technical/White Collar (Medium)
L0303085220,Employed (full-time),Maneger,Manager,Technical/White Collar (Medium)
L0509201048_32A7,Employed (full-time),Maneger,Manager,Technical/White Collar (Medium)
L0303111637,Employed (full-time),Maneger,Manager,Technical/White Collar (Medium)
L0224202335,Employed (full-time),Manejar,Manager,Technical/White Collar (Medium)
L0222182541,Employed (full-time),Manejar,Manager,Technical/White Collar (High)
L0227112005,Employed (full-time),Manejar,Manager,Technical/White Collar (Medium)
L0227092135,Employed (full-time),Manejar,Manager,Technical/White Collar (Medium)
L0316154053,Employed (full-time),Manger,Manager,Technical/White Collar (Medium)
L0317192448,Employed (full-time),Manger,Manager,Technical/White Collar (High)
L0413103503,Employed (full-time),Manger,Manager,Technical/White Collar (Medium)
L0314184440,Employed (full-time),Manger,Manager,Technical/White Collar (Medium)
L0315185433,Employed (full-time),Manger,Manager,Technical/White Collar (High)
L0317201455,Employed (full-time),Manger,Manager,Technical/White Collar (Medium)
L0516161102_0D39,Employed (full-time),Mangers,Manager,Technical/White Collar (High)
L0302091357,Employed (full-time),Mangr,Manager,Technical/White Collar (High)
L0410170911,Self-employed,Manufactring Director,Business Owner,Miscellaneous Shop Owner (medium)
L0427185609_0793,Self-employed,Manufeacher Bussines,Business Owner,Businees Owner (high)
L0427180553_CD54,Self-employed,Manufeacther,Business Owner,Miscellaneous Shop Owner (medium)
L0410162033,Self-employed,Manufractring Partner,Business Owner,Miscellaneous Shop Owner (medium)
L0505111516_F1D8,Employed (full-time),Mar,,
L0222173540,Employed (full-time),Mar,,
L0426095903_F86A,Other,Mar,,
L0424094317_1F2E,Employed (full-time),Maraketing,Office staff (low- medium),Technical/White Collar (Medium)
L0517103659_AC66,Employed (full-time),Maraketing And Sealas,Office staff (low- medium),Technical/White Collar (Medium)
L0422124523_D0D5,Employed (full-time),Maraketing Busyenas,Office staff (low- medium),Technical/White Collar (Medium)
L0411095207,Self-employed,Mark,,
L0517104727_44E4,Employed (full-time),Markeeting,Office staff (low- medium),Technical/White Collar (Medium)
L0518105749_19DC,Employed (full-time),Markeeting,Office staff (low- medium),Technical/White Collar (Medium)
L0522112931_F668,Employed (full-time),Markeeting,Office staff (low- medium),Technical/White Collar (Medium)
L0408170818,Employed (full-time),Markeig,Office staff (low- medium),Technical/White Collar (Medium)
L0428121341_DED4,Employed (full-time),Marketi,Office staff (low- medium),Technical/White Collar (Medium)
L0413120333,Employed (full-time),Marketig,Office staff (low- medium),Technical/White Collar (Medium)
L0411111743,Employed (full-time),Marketig,Office staff (low- medium),Technical/White Collar (Medium)
L0516112641_BFB5,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0427160122_D291,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0520113547_BAF5,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0504134137_CDE3,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0421160706,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0523100654_0D4F,Employed (full-time),Marketing,Semi-Technical staff,Technical/White Collar (High)
L0428101247_FA6B,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0307110532,Self-employed,Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0417200222,Student,Marketing,Student,Student
L0505171410_3872,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0208184827,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0522175352_D563,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0519102853_61C0,Self-employed,Marketing,Semi-Technical staff,Technical/White Collar (High)
L0504114519_398D,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0517115530_69B7,Employed (full-time),Marketing,Semi-Technical staff,Technical/White Collar (High)
L0505174107_5812,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0327123911,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0411103832,Self-employed,Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0426120845_C1BC,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0519100718_7161,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0505090825_9E99,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0419094049,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0420112359,Self-employed,Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0410144052,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0413094452,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0419151856,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0505115836_B751,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0413181143,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0603154038_4C0B,Self-employed,Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0401111507,Employed (full-time),Marketing,Semi-Technical staff,Technical/White Collar (High)
L0410183132,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0309185023,Employed (full-time),Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0502112114_50CB,Employed (full-time),Marketing,Semi-Technical staff,Technical/White Collar (High)
L0408091746,Self-employed,Marketing Exicutive,Office staff (low- medium),Technical/White Collar (Medium)
L0515173534_3314,"Unemployed, not working, disabled or retired",Marketing Manager But Retard Person.,,
L0413112809,Employed (full-time),Marketing Assistent Manager,Manager,Technical/White Collar (Medium)
L0502165628_B9D9,Employed (full-time),Marketing Business,Office staff (low- medium),Technical/White Collar (Medium)
L0207104220,Self-employed,Marketing Business Fecility Management,Manager,Technical/White Collar (High)
L0204114450,Self-employed,Marketing Director,C-level staff,Technical/White Collar (Medium)
L0413095839,Self-employed,Marketing Excativ,Semi-Technical staff,Technical/White Collar (Medium)
L0419201927,Employed (full-time),Marketing Excutive,Semi-Technical staff,Technical/White Collar (Medium)
L0425094022_CACB,Employed (full-time),Marketing Exe,Semi-Technical staff,Technical/White Collar (Medium)
L0530175909_F533,Employed (full-time),Marketing Executive,Semi-Technical staff,Technical/White Collar (Medium)
L0512175007_0816,Employed (full-time),Marketing Executive,Semi-Technical staff,Technical/White Collar (Medium)
L0429100955_5F54,Employed (full-time),Marketing Executive,Semi-Technical staff,Technical/White Collar (High)
L0408095333,Employed (full-time),Marketing Exicutive,Semi-Technical staff,Technical/White Collar (Medium)
L0424101216_E241,Employed (full-time),Marketing Exicutive,Semi-Technical staff,Technical/White Collar (Medium)
L0411161624,Employed (full-time),Marketing Exucutiv In Ups,Semi-Technical staff,Technical/White Collar (Medium)
L0410174301,Employed (full-time),Marketing Lead,Manager,Technical/White Collar (Medium)
L0419121850,Employed (full-time),Marketing Manager,Manager,Technical/White Collar (High)
L0223094412,Employed (full-time),Marketing Manager,Manager,Technical/White Collar (High)
L0427094953_FD96,Employed (full-time),Marketing Manager,Manager,Technical/White Collar (Medium)
L0412152653,Employed (full-time),Marketing Manager I Finance,Manager,Technical/White Collar (Medium)
L0422145255_31F9,Employed (full-time),Marketing Manajer,Manager,Technical/White Collar (Medium)
L0522102522_0F31,Employed (full-time),Marketing Manegar,Manager,Technical/White Collar (Medium)
L0208083451,Employed (full-time),Marketing Manegar,Manager,Technical/White Collar (High)
L0224092639,Employed (full-time),Marketing Manegar,Manager,Technical/White Collar (Medium)
L0321100711,Employed (full-time),Marketing Manegar,Manager,Technical/White Collar (Medium)
L0414102532,Employed (full-time),Marketing Maneger,Manager,Technical/White Collar (Medium)
L0304090943,Employed (full-time),Marketing Manegment,Manager,Technical/White Collar (Medium)
L0515185926_2E1A,Employed (full-time),Marketing Manger,Manager,Technical/White Collar (Medium)
L0506174905_6D88,Employed (full-time),Marketing Offers,,
L0427105715_55B8,Employed (full-time),Marketing Officer,Office staff (low- medium),Technical/White Collar (Medium)
L0603112123_1248,Employed (full-time),Marketing Research,Semi-Technical staff,Technical/White Collar (High)
L0522172414_2F1C,Self-employed,Marketing Services,Office staff (low- medium),Technical/White Collar (Medium)
L0503132818_C75B,Employed (full-time),Marketing Zonal Co Ordinator,Manager,Technical/White Collar (High)
L0519100101_004E,Employed (full-time),Marketting,Office staff (low- medium),Technical/White Collar (Medium)
L0421160546,Employed (full-time),Markrting Eziqute,Semi-Technical staff,Technical/White Collar (Medium)
L0523092441_1DF8,Employed (full-time),Max Play Compani,,
L0506105424_C14C,Student,Mba,Student,Student
L0310152324,Student,Mba,Student,Student
L0427155549_AEA0,Student,Mba,Student,Student
L0304173742,Student,Mba,Student,Student
L0221193625,Student,Mba,Student,Student
L0209110323,Student,Mba Final Year,Student,Student
L0222174703,Student,Mbbs,Student,Student
L0306195634,Student,Mbbs,Student,Student
L0616173905_FF92,Student,Mbbs Student,Student,Student
L0419184331,Student,Mca,Student,Student
L0420102628,Employed part-time,Meadownas,,
L0413105411,Employed (full-time),Mecanic,Manual/Non-Office workers,Blue Collar - mobile
L0504164739_E758,Employed (full-time),Mecanical Enginiyer,Specialized engineers,Technical/White Collar (High)
L0506182109_A8D4,Employed (full-time),Mechanical Engineer,Specialized engineers,Technical/White Collar (Medium)
L0420201032,Employed (full-time),Mechenical Engineer,Specialized engineers,Technical/White Collar (Medium)
L0516105027_7482,Employed (full-time),Medecle Representetiv,Office staff (low- medium),Technical/White Collar (Medium)
L0519104625_0BB1,Employed (full-time),Media,,
L0306085131,Employed (full-time),Media Engeneor,Specialized engineers,Technical/White Collar (High)
L0410113041,Employed (full-time),Medical Reported,Office staff (low- medium),Technical/White Collar (Medium)
L0516180947_E602,Employed (full-time),Medical Reprajitiv,Office staff (low- medium),Technical/White Collar (Medium)
L0410131420,Employed part-time,Medical Executive,Office staff (low- medium),Technical/White Collar (Medium)
L0419102710,Employed (full-time),Medical Fild,Office staff (low- medium),Technical/White Collar (Medium)
L0419085325,Employed (full-time),Medical Fild,Office staff (low- medium),Technical/White Collar (Medium)
L0419120547,Employed (full-time),Medical Fild,Office staff (low- medium),Technical/White Collar (Medium)
L0513104202_A600,Employed (full-time),Medical Ofcsir,Office staff (low- medium),Technical/White Collar (Medium)
L0422182336_18C1,Employed (full-time),Medical Refranstive,Office staff (low- medium),Technical/White Collar (Medium)
L0223092557,Employed (full-time),Medical Refrasentive,Office staff (low- medium),Technical/White Collar (Medium)
L0413124610,Employed (full-time),Medical Reparsent,Office staff (low- medium),Technical/White Collar (Medium)
L0524112433_3641,Employed (full-time),Medical Reporter,Office staff (low- medium),Technical/White Collar (Medium)
L0419160707,Employed (full-time),Medical Reprajitiv,Office staff (low- medium),Technical/White Collar (Medium)
L0425151119_1E8F,Employed (full-time),Medical Reprajitiv,Office staff (low- medium),Technical/White Collar (Medium)
L0408171814,Employed (full-time),Medical Represent,Office staff (low- medium),Technical/White Collar (Medium)
L0410151739,Employed (full-time),Medical Representative,Office staff (low- medium),Technical/White Collar (Medium)
L0307091652,Employed (full-time),Medical Representative,Office staff (low- medium),Technical/White Collar (Medium)
L0419201442,Employed (full-time),Medical Represtative,Office staff (low- medium),Technical/White Collar (Medium)
L0414095535,Employed (full-time),Medical Ripresentetiv,Office staff (low- medium),Technical/White Collar (Medium)
L0517155219_55C4,Self-employed,Medical Store,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0222103431,Employed (full-time),Medical Store Work,Office staff (low- medium),Technical/White Collar (Medium)
L0525123147_7BDC,Employed (full-time),Medical Work,Office staff (low- medium),Technical/White Collar (Medium)
L0515135043_6219,Employed (full-time),Medical Work,Office staff (low- medium),Technical/White Collar (Medium)
L0419113407,Employed (full-time),Medical Work,Office staff (low- medium),Technical/White Collar (Medium)
L0526154002_26F8,Self-employed,Medicine,,
L0509171427_6F4A,Employed (full-time),Medicine Distribution,Office staff (low- medium),Technical/White Collar (Medium)
L0208090611,Employed (full-time),Medicl Stor Owner,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0407115612,Employed (full-time),Mediya Grafics,,
L0418113037,Self-employed,Mekanik,Manual/Non-Office workers,Blue Collar - fixed
L0424091801_B5E4,Employed (full-time),Mekanik Enjaniar,Specialized engineers,Technical/White Collar (High)
L0420091720,Employed (full-time),Mekanik Injeniar,Specialized engineers,Technical/White Collar (High)
L0425195539_D949,Employed (full-time),Mentenence Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0526083321_2F5F,Employed (full-time),Mestri Work,,
L0412180147,Government employee,Metireal Distributions,,
L0411131531,Employed (full-time),Metro Case And Care,,
L0420083030,Employed (full-time),Metro Electronic,,
L0506095000_BF4D,Employed (full-time),Meyase Nalli Marketing Madtare,Office staff (low- medium),Technical/White Collar (Medium)
L0418084628,Employed (full-time),Mi Intarnconal,,
L0424191919_7B30,Employed (full-time),Micinary Sels Busyness,Sales person,Technical/White Collar (High)
L0425191138_1AA4,Employed (full-time),Micro Softwer,,
L0418105107,Employed (full-time),Micromex Servisar,Office staff (low- medium),Technical/White Collar (Medium)
L0419114732,Employed (full-time),Mideya Offica,,
L0427152955_F347,Self-employed,Milk Business,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0411124207,Self-employed,Milk Diary Working,Manual/Non-Office workers,Blue Collar - fixed
L0418181016,Self-employed,Milk Supllier,Manual/Non-Office workers,Blue Collar - mobile
L0425184525_4C30,Employed (full-time),Milk Tender,Manual/Non-Office workers,Blue Collar - mobile
L0508120121_086E,Employed (full-time),Mirino Indastris,,
L0418171242,Employed (full-time),Mnc Worker,,
L0422122622_E3E2,Employed (full-time),Mnc Company Teem Ledar,Manager,Technical/White Collar (Medium)
L0419105941,Employed (full-time),Mns Manejar,Manager,Technical/White Collar (High)
L0424125840_2455,Self-employed,Mobeil Cels Men,Sales person,Technical/White Collar (Medium)
L0408131934,Employed (full-time),Mobil Tekneshiyan,Manual/Non-Office workers,Blue Collar - fixed
L0525163224_377E,Employed (full-time),Mobile Enginear,Specialized engineers,Technical/White Collar (High)
L0418200412,Employed (full-time),Mobile Sales,Sales person,Technical/White Collar (High)
L0424160751_12ED,Employed (full-time),Mobile Service,Office staff (low- medium),Technical/White Collar (Medium)
L0420170136,Employed (full-time),Mobile Service,Office staff (low- medium),Technical/White Collar (Medium)
L0414105019,Employed (full-time),Mobile Shop,Office staff (low- medium),Technical/White Collar (Medium)
L0424163650_C0D2,Self-employed,Mobile Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0411174126,Self-employed,Mobile Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0421172859,Self-employed,Mobile Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0516184700_C5E7,Self-employed,Mobile Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0419163242,Self-employed,Mobile Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0421185344,Self-employed,Mobile Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0418160837,Self-employed,Mobile Store,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0425160604_D32F,Self-employed,Mobile Store,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0429084303_53F6,Self-employed,Moter Repery,Manual/Non-Office workers,Blue Collar - fixed
L0516092229_25CD,Employed (full-time),Mqrketing,Office staff (low- medium),Technical/White Collar (Medium)
L0412080952,Employed (full-time),Mraketing Manegar,Manager,Technical/White Collar (High)
L0420190915,Employed (full-time),Mrp Promoter,,
L0412114708,Student,Msc,Student,Student
L0424091937_CAB0,Student,Msc,Student,Student
L0420110920,Employed (full-time),Msnager At Balaji Pipdeals,Manager,Technical/White Collar (Medium)
L0313153847,Student,Mtec,Student,Student
L0422163418_A1F2,Self-employed,Multipal Bussines,Business Owner,Businees Owner (high)
L0504162741_5D96,DK/NR,Nr,,
L0427104123_5772,Self-employed,Nandini Dairy Ede,,
L0519105656_EB67,Employed (full-time),Nange Gottagilla Arjntalli Iddru,,
L0523084424_7322,Employed (full-time),Narse,,
L0417184123,Employed (full-time),Nestaway Compay Assistent Maneger,Manager,Technical/White Collar (Medium)
L0524101251_7BED,Employed (full-time),Net Work Dissiner,Specialized engineers,Technical/White Collar (High)
L0227084301,Employed (full-time),Net Work Engg,Specialized engineers,Technical/White Collar (Medium)
L0511153309_39CA,Employed (full-time),Net Work Marketing,,
L0502202905_A07B,Employed (full-time),Net Working,,
L0304105136,Employed (full-time),Network Admenid,,
L0411173047,Employed (full-time),Network Engineer,Specialized engineers,Technical/White Collar (Medium)
L0303182531,Employed (full-time),Network Enginer,Specialized engineers,Technical/White Collar (Medium)
L0407191047,Employed (full-time),Networking Lead,Manager,Technical/White Collar (High)
L0504155909_9AE3,Employed (full-time),Newspeper Agency,Office staff (low- medium),Blue Collar - fixed
L0418123722,DK/NR,No,,
L0516110638_3DDE,DK/NR,No,,
L0303090454,Employed (full-time),No Decignation New Join,,
L0414201601,"Unemployed, not working, disabled or retired",No Employe,,
L0509162611_6864,Student,No Job,Student,Student
L0529180505_0CF6,Student,No Job,Student,Student
L0519161714_95FD,Student,No Job,Student,Student
L0524174421_F59A,Student,No Job,Student,Student
L0520195500_6370,Student,No Job,Student,Student
L0426172751_3C92,Student,No Job,Student,Student
L0419200648,Student,No Job,Student,Student
L0426194146_30FC,Student,No Job,Student,Student
L0513183433_F36C,Student,No Job,Student,Student
L0526174838_E53B,Student,No Job,Student,Student
L0508173904_487F,Student,No Job,Student,Student
L0520175206_585D,Student,No Job,Student,Student
L0506185125_E141,Student,No Job,Student,Student
L0523182315_699E,Student,No Job,Student,Student
L0527170231_6FEC,Student,No Job,Student,Student
L0503175328_94C6,Student,No Job,Student,Student
L0522155110_634C,Student,No Job,Student,Student
L0425173508_3C50,Student,No Part Time Work,Student,Student
